class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,10.76,x,h,r,f,,c,w,11.01,17.11,,,w,u,w,t,g,,d,u
p,10.6,f,h,r,f,,c,w,11.35,16.53,,,w,u,w,t,g,,d,u
p,8.17,f,h,r,f,,c,w,11.06,14.66,,,w,u,w,t,g,,d,a
p,6.46,x,h,r,f,,c,w,10.92,16.24,,,w,u,w,t,g,,d,a
p,9.82,f,h,r,f,,c,w,10.96,16.11,,,w,u,w,t,g,,d,u
p,6.26,x,h,r,f,,c,w,10.89,14.19,,,w,u,w,t,p,,d,a
p,8.82,x,h,r,f,,c,w,10.96,14.19,,,w,u,w,t,p,,d,a
p,7.47,x,h,r,f,,c,w,10.53,12.82,,,w,u,w,t,p,,d,a
p,7.64,f,h,r,f,,c,w,10.38,13.58,,,w,u,w,t,g,,d,u
p,8.69,x,h,r,f,,c,w,11.37,15.97,,,w,u,w,t,p,,d,a
p,9.06,f,h,r,f,,c,w,11.14,16.34,,,w,u,w,t,p,,d,a
p,10.0,x,h,r,f,,c,w,11.27,17.59,,,w,u,w,t,p,,d,a
p,8.03,x,h,r,f,,c,w,10.73,14.92,,,w,u,w,t,p,,d,a
p,8.58,f,h,r,f,,c,w,11.1,14.33,,,w,u,w,t,g,,d,u
p,10.12,f,h,r,f,,c,w,12.02,18.48,,,w,u,w,t,g,,d,u
p,8.63,f,h,r,f,,c,w,11.72,15.42,,,w,u,w,t,g,,d,u
p,9.16,x,h,r,f,,c,w,11.23,17.48,,,w,u,w,t,g,,d,a
p,9.05,f,h,r,f,,c,w,11.25,18.0,,,w,u,w,t,p,,d,a
p,8.69,f,h,r,f,,c,w,11.23,14.23,,,w,u,w,t,p,,d,u
p,8.99,x,h,r,f,,c,w,10.93,16.82,,,w,u,w,t,p,,d,a
p,7.02,x,h,r,f,,c,w,10.81,13.37,,,w,u,w,t,p,,d,a
p,9.33,x,h,r,f,,c,w,11.01,16.75,,,w,u,w,t,g,,d,a
p,7.85,f,h,r,f,,c,w,10.8,14.95,,,w,u,w,t,p,,d,a
p,8.85,x,h,r,f,,c,w,11.06,14.7,,,w,u,w,t,g,,d,a
p,8.07,f,h,r,f,,c,w,10.68,12.45,,,w,u,w,t,g,,d,u
p,8.05,x,h,r,f,,c,w,11.02,14.9,,,w,u,w,t,g,,d,u
p,10.04,x,h,r,f,,c,w,11.37,13.83,,,w,u,w,t,g,,d,a
p,8.18,x,h,r,f,,c,w,10.76,13.36,,,w,u,w,t,g,,d,u
p,10.06,x,h,r,f,,c,w,11.22,15.98,,,w,u,w,t,g,,d,u
p,10.84,x,h,r,f,,c,w,11.5,16.19,,,w,u,w,t,g,,d,a
p,8.14,x,h,r,f,,c,w,11.12,12.2,,,w,u,w,t,g,,d,u
p,6.76,x,h,r,f,,c,w,10.83,13.04,,,w,u,w,t,p,,d,a
p,6.97,f,h,r,f,,c,w,11.26,15.71,,,w,u,w,t,p,,d,u
p,9.83,x,h,r,f,,c,w,10.87,15.35,,,w,u,w,t,g,,d,u
p,9.89,x,h,r,f,,c,w,10.79,16.48,,,w,u,w,t,p,,d,u
p,7.05,x,h,r,f,,c,w,11.29,15.89,,,w,u,w,t,p,,d,u
p,8.36,f,h,r,f,,c,w,10.57,13.72,,,w,u,w,t,p,,d,a
p,9.83,x,h,r,f,,c,w,11.39,17.11,,,w,u,w,t,p,,d,a
p,6.26,x,h,r,f,,c,w,11.09,14.74,,,w,u,w,t,p,,d,u
p,7.8,f,h,r,f,,c,w,11.1,16.22,,,w,u,w,t,p,,d,a
p,8.95,x,h,r,f,,c,w,11.38,15.86,,,w,u,w,t,p,,d,u
p,8.43,f,h,r,f,,c,w,10.43,13.25,,,w,u,w,t,p,,d,a
p,6.54,f,h,r,f,,c,w,10.88,13.91,,,w,u,w,t,p,,d,u
p,7.56,f,h,r,f,,c,w,10.77,12.99,,,w,u,w,t,g,,d,u
p,8.77,x,h,r,f,,c,w,11.07,16.12,,,w,u,w,t,p,,d,a
p,9.23,f,h,r,f,,c,w,10.32,12.34,,,w,u,w,t,g,,d,a
p,8.08,x,h,r,f,,c,w,10.76,16.05,,,w,u,w,t,g,,d,a
p,8.69,x,h,r,f,,c,w,11.26,15.81,,,w,u,w,t,p,,d,a
p,11.16,f,h,r,f,,c,w,11.01,13.95,,,w,u,w,t,g,,d,u
p,7.27,f,h,r,f,,c,w,10.49,13.58,,,w,u,w,t,g,,d,u
p,9.29,x,h,r,f,,c,w,10.82,15.03,,,w,u,w,t,p,,d,u
p,7.1,f,h,r,f,,c,w,10.68,14.03,,,w,u,w,t,p,,d,a
p,9.58,f,h,r,f,,c,w,10.95,16.62,,,w,u,w,t,g,,d,a
p,9.23,f,h,r,f,,c,w,11.44,15.7,,,w,u,w,t,g,,d,u
p,9.32,x,h,r,f,,c,w,10.43,14.24,,,w,u,w,t,p,,d,u
p,10.58,f,h,r,f,,c,w,10.98,14.36,,,w,u,w,t,p,,d,a
p,10.73,f,h,r,f,,c,w,11.27,16.03,,,w,u,w,t,g,,d,a
p,6.77,x,h,r,f,,c,w,10.56,13.4,,,w,u,w,t,p,,d,u
p,8.14,x,h,r,f,,c,w,10.56,14.13,,,w,u,w,t,g,,d,a
p,9.64,f,h,r,f,,c,w,11.07,16.86,,,w,u,w,t,g,,d,u
p,9.76,f,h,r,f,,c,w,11.76,17.03,,,w,u,w,t,g,,d,a
p,11.58,x,h,r,f,,c,w,11.31,16.5,,,w,u,w,t,p,,d,u
p,8.63,f,h,r,f,,c,w,11.59,18.43,,,w,u,w,t,p,,d,u
p,8.99,f,h,r,f,,c,w,11.11,13.95,,,w,u,w,t,g,,d,u
p,7.45,x,h,r,f,,c,w,10.69,14.79,,,w,u,w,t,p,,d,u
p,9.31,x,h,r,f,,c,w,11.03,15.05,,,w,u,w,t,p,,d,u
p,7.91,x,h,r,f,,c,w,10.09,13.24,,,w,u,w,t,p,,d,a
p,7.42,f,h,r,f,,c,w,10.47,12.61,,,w,u,w,t,p,,d,u
p,7.27,f,h,r,f,,c,w,10.92,14.43,,,w,u,w,t,p,,d,u
p,8.55,f,h,r,f,,c,w,11.36,14.34,,,w,u,w,t,g,,d,u
p,10.02,f,h,r,f,,c,w,11.44,18.61,,,w,u,w,t,g,,d,a
p,7.45,f,h,r,f,,c,w,11.07,16.74,,,w,u,w,t,p,,d,u
p,9.63,f,h,r,f,,c,w,11.33,17.38,,,w,u,w,t,g,,d,a
p,7.86,f,h,r,f,,c,w,11.25,14.74,,,w,u,w,t,p,,d,a
p,7.63,x,h,r,f,,c,w,11.26,15.36,,,w,u,w,t,p,,d,u
p,8.29,f,h,r,f,,c,w,11.19,14.65,,,w,u,w,t,g,,d,u
p,7.27,f,h,r,f,,c,w,10.73,14.45,,,w,u,w,t,g,,d,u
p,10.47,f,h,r,f,,c,w,11.76,17.65,,,w,u,w,t,g,,d,u
p,8.93,x,h,r,f,,c,w,10.95,16.83,,,w,u,w,t,g,,d,a
p,9.48,x,h,r,f,,c,w,10.85,13.38,,,w,u,w,t,p,,d,a
p,7.45,x,h,r,f,,c,w,10.43,12.58,,,w,u,w,t,p,,d,u
p,7.92,x,h,r,f,,c,w,10.68,13.73,,,w,u,w,t,p,,d,a
p,8.45,x,h,r,f,,c,w,10.46,13.57,,,w,u,w,t,p,,d,a
p,7.32,f,h,r,f,,c,w,11.06,15.98,,,w,u,w,t,g,,d,u
p,8.12,f,h,r,f,,c,w,10.63,14.46,,,w,u,w,t,p,,d,u
p,7.61,x,h,r,f,,c,w,10.9,15.45,,,w,u,w,t,g,,d,a
p,8.35,x,h,r,f,,c,w,10.57,13.83,,,w,u,w,t,p,,d,u
p,7.59,x,h,r,f,,c,w,10.58,11.87,,,w,u,w,t,p,,d,u
p,7.79,x,h,r,f,,c,w,10.49,13.52,,,w,u,w,t,g,,d,a
p,8.74,x,h,r,f,,c,w,11.17,13.96,,,w,u,w,t,p,,d,a
p,9.52,f,h,r,f,,c,w,11.23,17.2,,,w,u,w,t,p,,d,a
p,6.96,x,h,r,f,,c,w,10.32,13.01,,,w,u,w,t,g,,d,a
p,6.86,x,h,r,f,,c,w,10.42,13.43,,,w,u,w,t,p,,d,u
p,8.26,x,h,r,f,,c,w,10.58,15.44,,,w,u,w,t,p,,d,a
p,9.01,f,h,r,f,,c,w,11.97,17.26,,,w,u,w,t,g,,d,u
p,8.29,x,h,r,f,,c,w,10.71,13.36,,,w,u,w,t,g,,d,a
p,8.59,x,h,r,f,,c,w,10.44,12.74,,,w,u,w,t,p,,d,u
p,10.26,x,h,r,f,,c,w,11.62,17.37,,,w,u,w,t,p,,d,a
p,9.42,f,h,r,f,,c,w,11.7,16.83,,,w,u,w,t,p,,d,u
p,8.22,x,h,r,f,,c,w,11.32,16.71,,,w,u,w,t,p,,d,u
p,8.67,f,h,r,f,,c,w,10.94,15.12,,,w,u,w,t,p,,d,u
p,8.87,x,h,r,f,,c,w,11.13,15.5,,,w,u,w,t,p,,d,a
p,8.1,x,h,r,f,,c,w,10.9,15.13,,,w,u,w,t,g,,d,u
p,7.86,x,h,r,f,,c,w,11.26,14.98,,,w,u,w,t,p,,d,a
p,9.03,x,h,r,f,,c,w,10.5,14.81,,,w,u,w,t,g,,d,a
e,6.33,x,,w,f,e,,w,5.87,12.06,b,,y,u,y,t,g,,d,a
e,5.47,x,,w,f,e,,w,6.32,13.33,b,,y,u,y,t,g,,d,u
e,6.58,x,,y,f,e,,w,5.77,11.72,b,,w,u,y,t,g,,d,a
e,5.83,x,,y,f,e,,w,5.85,11.9,b,,w,u,y,t,g,,d,a
e,6.32,x,,y,f,e,,w,6.58,12.52,b,,y,u,y,t,g,,d,a
e,7.52,x,,y,f,e,,w,6.26,13.22,b,,w,u,w,t,g,,d,a
e,6.68,x,,w,f,e,,w,5.8,12.46,b,,w,u,y,t,g,,d,u
e,6.71,x,,y,f,e,,w,5.72,11.72,b,,w,u,w,t,g,,d,a
e,6.11,x,,y,f,e,,w,6.02,12.72,b,,y,u,w,t,g,,d,a
e,6.24,x,,y,f,e,,w,5.87,10.91,b,,w,u,w,t,g,,d,a
e,6.55,x,,w,f,e,,w,5.95,11.98,b,,w,u,w,t,g,,d,u
e,6.6,x,,y,f,e,,w,5.72,12.64,b,,w,u,w,t,g,,d,a
e,7.26,x,,y,f,e,,w,6.24,12.96,b,,y,u,w,t,g,,d,u
e,6.98,x,,w,f,e,,w,6.26,14.5,b,,w,u,y,t,g,,d,a
e,6.37,x,,y,f,e,,w,5.77,12.25,b,,w,u,w,t,g,,d,u
e,7.06,x,,y,f,e,,w,6.18,12.05,b,,w,u,y,t,g,,d,a
e,6.03,x,,y,f,e,,w,6.66,13.27,b,,w,u,y,t,g,,d,a
e,5.57,x,,w,f,e,,w,6.13,12.37,b,,y,u,w,t,g,,d,u
e,7.33,x,,y,f,e,,w,6.14,12.58,b,,w,u,y,t,g,,d,u
e,5.78,x,,w,f,e,,w,5.75,11.69,b,,y,u,w,t,g,,d,u
e,7.75,x,,y,f,e,,w,5.97,11.66,b,,y,u,y,t,g,,d,a
e,6.25,x,,y,f,e,,w,6.1,11.27,b,,w,u,w,t,g,,d,a
e,7.47,x,,y,f,e,,w,5.78,12.54,b,,w,u,w,t,g,,d,u
e,6.12,x,,y,f,e,,w,6.35,12.92,b,,w,u,y,t,g,,d,u
e,4.85,x,,y,f,e,,w,5.43,11.08,b,,y,u,w,t,g,,d,a
e,7.0,x,,w,f,e,,w,5.91,12.7,b,,y,u,y,t,g,,d,a
e,5.11,x,,w,f,e,,w,5.49,11.92,b,,y,u,y,t,g,,d,a
e,5.91,x,,y,f,e,,w,6.0,12.25,b,,y,u,y,t,g,,d,u
e,5.63,x,,w,f,e,,w,5.6,11.99,b,,y,u,y,t,g,,d,a
e,6.37,x,,w,f,e,,w,6.11,12.56,b,,w,u,w,t,g,,d,u
e,8.2,x,,y,f,e,,w,5.92,13.72,b,,w,u,y,t,g,,d,u
e,5.38,x,,y,f,e,,w,5.35,11.41,b,,y,u,y,t,g,,d,a
e,7.16,x,,y,f,e,,w,6.42,13.15,b,,w,u,w,t,g,,d,a
e,4.38,x,,w,f,e,,w,5.96,12.9,b,,w,u,y,t,g,,d,u
e,6.7,x,,y,f,e,,w,6.13,11.8,b,,w,u,y,t,g,,d,u
e,6.26,x,,w,f,e,,w,5.8,12.12,b,,w,u,w,t,g,,d,u
e,6.73,x,,w,f,e,,w,6.17,12.67,b,,w,u,w,t,g,,d,a
e,6.43,x,,y,f,e,,w,5.64,12.21,b,,w,u,y,t,g,,d,a
e,6.78,x,,w,f,e,,w,5.7,11.95,b,,w,u,w,t,g,,d,u
e,5.8,x,,w,f,e,,w,5.48,12.22,b,,w,u,y,t,g,,d,u
e,5.76,x,,y,f,e,,w,5.58,11.07,b,,w,u,y,t,g,,d,a
e,5.92,x,,y,f,e,,w,5.79,11.46,b,,y,u,y,t,g,,d,a
e,8.35,x,,w,f,e,,w,6.47,12.57,b,,y,u,y,t,g,,d,a
e,5.99,x,,w,f,e,,w,5.47,10.68,b,,w,u,w,t,g,,d,a
e,6.03,x,,y,f,e,,w,6.06,12.61,b,,w,u,y,t,g,,d,a
e,6.63,x,,w,f,e,,w,6.31,13.15,b,,y,u,w,t,g,,d,a
e,6.86,x,,w,f,e,,w,5.91,12.7,b,,w,u,y,t,g,,d,a
e,5.07,x,,w,f,e,,w,5.6,13.2,b,,y,u,y,t,g,,d,a
e,7.5,x,,w,f,e,,w,6.02,12.12,b,,y,u,y,t,g,,d,u
e,8.39,x,,w,f,e,,w,6.3,13.01,b,,y,u,w,t,g,,d,u
e,6.42,x,,w,f,e,,w,6.16,12.99,b,,y,u,y,t,g,,d,u
e,6.68,x,,y,f,e,,w,6.44,13.56,b,,w,u,w,t,g,,d,u
e,8.06,x,,y,f,e,,w,5.97,13.78,b,,y,u,w,t,g,,d,a
e,6.93,x,,w,f,e,,w,6.03,12.41,b,,y,u,y,t,g,,d,a
e,6.34,x,,w,f,e,,w,5.81,12.08,b,,y,u,w,t,g,,d,u
e,7.12,x,,w,f,e,,w,6.15,12.64,b,,w,u,y,t,g,,d,u
e,6.93,x,,y,f,e,,w,5.74,12.83,b,,y,u,y,t,g,,d,u
e,5.88,x,,y,f,e,,w,5.88,11.63,b,,w,u,w,t,g,,d,u
e,4.77,x,,w,f,e,,w,5.34,10.77,b,,w,u,y,t,g,,d,u
e,6.33,x,,y,f,e,,w,5.93,12.63,b,,y,u,y,t,g,,d,u
e,7.91,x,,w,f,e,,w,6.17,12.15,b,,y,u,y,t,g,,d,u
e,7.01,x,,y,f,e,,w,6.38,12.47,b,,y,u,w,t,g,,d,a
e,7.77,x,,w,f,e,,w,6.15,13.31,b,,y,u,w,t,g,,d,a
e,6.88,x,,y,f,e,,w,6.26,12.93,b,,w,u,y,t,g,,d,a
e,6.2,x,,w,f,e,,w,6.17,12.77,b,,w,u,y,t,g,,d,a
e,4.78,x,,w,f,e,,w,5.49,12.01,b,,w,u,w,t,g,,d,u
e,6.49,x,,w,f,e,,w,6.61,13.12,b,,y,u,w,t,g,,d,a
e,6.57,x,,w,f,e,,w,6.03,12.95,b,,y,u,y,t,g,,d,u
e,6.28,x,,y,f,e,,w,5.61,11.03,b,,w,u,w,t,g,,d,u
e,5.81,x,,y,f,e,,w,5.58,11.74,b,,w,u,y,t,g,,d,u
e,4.63,x,,w,f,e,,w,5.06,10.9,b,,y,u,w,t,g,,d,a
e,6.01,x,,y,f,e,,w,5.47,11.68,b,,y,u,w,t,g,,d,a
e,5.79,x,,y,f,e,,w,5.9,12.15,b,,y,u,y,t,g,,d,u
e,6.2,x,,y,f,e,,w,6.0,12.06,b,,y,u,w,t,g,,d,u
e,7.16,x,,w,f,e,,w,6.3,12.93,b,,y,u,y,t,g,,d,a
e,6.22,x,,w,f,e,,w,5.94,11.87,b,,y,u,w,t,g,,d,u
e,7.34,x,,w,f,e,,w,6.43,13.79,b,,y,u,w,t,g,,d,u
e,7.4,x,,y,f,e,,w,6.59,12.56,b,,y,u,y,t,g,,d,u
e,7.26,x,,w,f,e,,w,5.84,13.11,b,,w,u,y,t,g,,d,u
e,7.27,x,,w,f,e,,w,6.48,13.73,b,,y,u,w,t,g,,d,u
e,5.59,x,,y,f,e,,w,5.73,12.12,b,,y,u,y,t,g,,d,u
e,7.94,x,,y,f,e,,w,6.69,13.25,b,,w,u,y,t,g,,d,u
e,6.49,x,,y,f,e,,w,5.98,12.25,b,,w,u,w,t,g,,d,u
e,7.2,x,,y,f,e,,w,6.51,13.18,b,,w,u,y,t,g,,d,u
e,6.39,x,,y,f,e,,w,6.21,13.31,b,,w,u,w,t,g,,d,u
e,7.49,x,,y,f,e,,w,6.26,13.78,b,,w,u,y,t,g,,d,a
e,6.36,x,,w,f,e,,w,6.03,12.79,b,,w,u,w,t,g,,d,u
e,7.2,x,,y,f,e,,w,6.61,13.73,b,,w,u,w,t,g,,d,u
e,7.22,x,,y,f,e,,w,6.55,13.14,b,,y,u,w,t,g,,d,u
e,8.03,x,,y,f,e,,w,5.98,13.24,b,,y,u,w,t,g,,d,a
e,4.8,x,,y,f,e,,w,5.78,11.44,b,,y,u,y,t,g,,d,a
e,7.05,x,,y,f,e,,w,6.49,12.88,b,,w,u,y,t,g,,d,a
e,6.47,x,,w,f,e,,w,5.39,10.66,b,,w,u,y,t,g,,d,a
e,6.78,x,,y,f,e,,w,6.32,13.83,b,,w,u,w,t,g,,d,a
e,6.65,x,,w,f,e,,w,5.88,12.76,b,,y,u,w,t,g,,d,u
e,6.46,x,,w,f,e,,w,6.42,13.03,b,,w,u,w,t,g,,d,u
e,5.93,x,,y,f,e,,w,5.6,11.44,b,,y,u,w,t,g,,d,a
e,6.74,x,,y,f,e,,w,5.95,11.74,b,,y,u,y,t,g,,d,a
e,5.41,x,,w,f,e,,w,5.66,11.78,b,,y,u,y,t,g,,d,a
e,6.7,x,,w,f,e,,w,5.87,12.79,b,,y,u,w,t,g,,d,u
e,5.58,x,,y,f,e,,w,6.09,12.71,b,,y,u,y,t,g,,d,a
e,6.57,x,,y,f,e,,w,5.91,12.8,b,,y,u,y,t,g,,d,a
e,7.98,x,,y,f,e,,w,5.9,13.1,b,,w,u,w,t,g,,d,u
e,6.06,x,,y,f,e,,w,5.89,12.15,b,,y,u,y,t,g,,d,u
e,7.93,x,,y,f,e,,w,5.95,11.5,b,,y,u,y,t,g,,d,u
e,5.82,x,,y,f,e,,w,5.96,11.44,b,,y,u,y,t,g,,d,u
e,7.4,x,,w,f,e,,w,6.19,12.38,b,,y,u,y,t,g,,d,a
e,6.62,x,,y,f,e,,w,6.21,13.55,b,,y,u,y,t,g,,d,u
e,5.35,x,,w,f,e,,w,5.1,9.97,b,,w,u,y,t,g,,d,u
e,7.69,x,,y,f,e,,w,6.18,12.35,b,,y,u,y,t,g,,d,a
e,5.73,x,,w,f,e,,w,5.77,11.61,b,,y,u,y,t,g,,d,a
e,7.03,x,,y,f,e,,w,5.57,12.14,b,,w,u,y,t,g,,d,u
e,7.23,x,,w,f,e,,w,6.24,11.8,b,,y,u,w,t,g,,d,a
e,6.81,x,,y,f,e,,w,6.32,12.58,b,,w,u,w,t,g,,d,u
e,7.39,x,,y,f,e,,w,6.32,12.49,b,,y,u,w,t,g,,d,u
e,6.89,x,,y,f,e,,w,6.08,12.28,b,,y,u,y,t,g,,d,a
e,6.97,x,,y,f,e,,w,6.36,13.27,b,,y,u,y,t,g,,d,a
e,7.7,x,,w,f,e,,w,6.26,13.4,b,,w,u,y,t,g,,d,a
e,5.5,x,,y,f,e,,w,5.76,12.74,b,,w,u,w,t,g,,d,a
e,7.0,x,,y,f,e,,w,6.42,12.97,b,,y,u,w,t,g,,d,a
e,6.52,x,,w,f,e,,w,6.22,12.2,b,,w,u,y,t,g,,d,u
e,6.29,x,,w,f,e,,w,5.77,12.16,b,,w,u,y,t,g,,d,u
e,7.4,x,,w,f,e,,w,6.26,13.75,b,,w,u,y,t,g,,d,u
e,6.47,x,,y,f,e,,w,5.72,12.69,b,,w,u,w,t,g,,d,u
e,7.86,x,,y,f,e,,w,6.07,12.25,b,,w,u,y,t,g,,d,u
e,6.11,x,,w,f,e,,w,6.27,13.04,b,,w,u,w,t,g,,d,u
e,5.78,x,,w,f,e,,w,5.79,11.74,b,,y,u,y,t,g,,d,u
e,7.06,x,,w,f,e,,w,6.93,14.44,b,,y,u,y,t,g,,d,a
e,5.79,x,,w,f,e,,w,5.79,12.02,b,,w,u,w,t,g,,d,a
e,6.56,x,,w,f,e,,w,6.02,12.85,b,,y,u,y,t,g,,d,u
e,6.49,x,,y,f,e,,w,6.2,12.85,b,,y,u,y,t,g,,d,u
e,6.11,x,,y,f,e,,w,5.44,11.98,b,,y,u,w,t,g,,d,u
e,6.16,x,,w,f,e,,w,5.82,11.8,b,,w,u,w,t,g,,d,u
e,5.72,x,,w,f,e,,w,6.14,12.53,b,,w,u,w,t,g,,d,u
e,6.74,x,,w,f,e,,w,5.66,12.35,b,,y,u,y,t,g,,d,a
e,6.72,x,,y,f,e,,w,5.58,11.69,b,,y,u,y,t,g,,d,u
e,6.1,x,,y,f,e,,w,6.12,12.27,b,,y,u,w,t,g,,d,u
e,6.92,x,,y,f,e,,w,6.84,14.49,b,,y,u,w,t,g,,d,a
e,5.48,x,,y,f,e,,w,6.13,12.13,b,,y,u,w,t,g,,d,u
e,6.69,x,,w,f,e,,w,5.79,12.23,b,,w,u,w,t,g,,d,u
e,7.45,x,,w,f,e,,w,5.71,11.93,b,,w,u,w,t,g,,d,a
e,6.79,x,,w,f,e,,w,5.75,11.08,b,,y,u,w,t,g,,d,a
e,5.98,x,,w,f,e,,w,6.21,12.86,b,,w,u,y,t,g,,d,a
e,7.51,x,,w,f,e,,w,5.92,12.29,b,,w,u,y,t,g,,d,u
e,5.63,x,,w,f,e,,w,5.66,11.54,b,,y,u,w,t,g,,d,a
e,6.46,x,,w,f,e,,w,5.62,11.91,b,,y,u,w,t,g,,d,u
e,6.2,x,,y,f,e,,w,5.7,11.78,b,,y,u,y,t,g,,d,u
e,6.97,x,,y,f,e,,w,5.67,13.0,b,,w,u,w,t,g,,d,a
e,7.49,x,,y,f,e,,w,6.34,12.23,b,,y,u,w,t,g,,d,u
e,5.13,x,,w,f,e,,w,6.06,12.38,b,,y,u,w,t,g,,d,u
e,7.05,x,,w,f,e,,w,5.57,10.72,b,,y,u,y,t,g,,d,a
e,6.9,x,,y,f,e,,w,6.24,13.02,b,,w,u,y,t,g,,d,u
e,6.7,x,,w,f,e,,w,5.72,11.83,b,,w,u,w,t,g,,d,u
e,5.81,x,,w,f,e,,w,6.34,13.2,b,,w,u,y,t,g,,d,a
e,6.67,x,,w,f,e,,w,5.9,12.82,b,,y,u,w,t,g,,d,u
e,5.7,x,,y,f,e,,w,6.05,11.88,b,,w,u,w,t,g,,d,a
e,7.5,x,,w,f,e,,w,6.34,12.28,b,,y,u,y,t,g,,d,a
e,7.12,x,,y,f,e,,w,6.26,13.12,b,,y,u,w,t,g,,d,u
e,5.72,x,,y,f,e,,w,5.4,11.26,b,,w,u,y,t,g,,d,a
e,5.2,x,,y,f,e,,w,6.02,12.65,b,,w,u,y,t,g,,d,u
e,6.32,x,,w,f,e,,w,5.91,13.24,b,,y,u,y,t,g,,d,a
e,6.79,x,,w,f,e,,w,5.87,12.45,b,,w,u,y,t,g,,d,u
e,7.34,x,,w,f,e,,w,5.75,11.36,b,,y,u,y,t,g,,d,u
e,6.96,x,,w,f,e,,w,6.36,13.15,b,,y,u,w,t,g,,d,u
e,6.38,x,,w,f,e,,w,5.92,11.61,b,,y,u,w,t,g,,d,a
e,6.84,x,,y,f,e,,w,6.65,12.31,b,,w,u,y,t,g,,d,u
e,7.41,x,,y,f,e,,w,6.08,12.97,b,,w,u,y,t,g,,d,a
e,7.56,x,,y,f,e,,w,5.86,11.13,b,,y,u,y,t,g,,d,u
e,4.79,x,,y,f,e,,w,5.74,12.09,b,,w,u,w,t,g,,d,u
e,5.36,x,,w,f,e,,w,5.24,11.24,b,,y,u,y,t,g,,d,a
e,6.31,x,,y,f,e,,w,6.14,12.0,b,,w,u,y,t,g,,d,u
e,6.22,x,,w,f,e,,w,6.52,13.48,b,,y,u,w,t,g,,d,u
e,7.14,x,,y,f,e,,w,6.29,13.32,b,,w,u,y,t,g,,d,a
e,4.89,x,,w,f,e,,w,5.98,11.44,b,,w,u,y,t,g,,d,u
e,6.77,x,,w,f,e,,w,6.14,12.42,b,,w,u,y,t,g,,d,u
e,7.07,x,,w,f,e,,w,5.91,12.35,b,,y,u,y,t,g,,d,a
e,7.45,x,,y,f,e,,w,6.28,13.53,b,,y,u,w,t,g,,d,u
e,5.9,x,,y,f,e,,w,5.57,10.31,b,,y,u,w,t,g,,d,u
e,6.83,x,,w,f,e,,w,6.37,12.65,b,,y,u,w,t,g,,d,u
e,8.94,x,,y,f,e,,w,7.33,14.48,b,,w,u,y,t,g,,d,u
e,7.37,x,,w,f,e,,w,6.22,13.39,b,,y,u,w,t,g,,d,a
e,6.3,x,,y,f,e,,w,5.62,11.36,b,,y,u,y,t,g,,d,a
e,6.54,x,,y,f,e,,w,5.94,12.3,b,,y,u,y,t,g,,d,a
e,6.85,x,,y,f,e,,w,5.66,12.06,b,,y,u,y,t,g,,d,u
e,5.19,x,,y,f,e,,w,5.53,11.77,b,,y,u,w,t,g,,d,a
e,6.14,x,,y,f,e,,w,5.75,11.53,b,,w,u,w,t,g,,d,u
e,7.37,x,,y,f,e,,w,5.55,12.71,b,,w,u,y,t,g,,d,u
e,6.95,x,,w,f,e,,w,6.42,14.04,b,,w,u,w,t,g,,d,a
e,6.65,x,,y,f,e,,w,6.0,12.45,b,,y,u,w,t,g,,d,a
e,6.72,x,,w,f,e,,w,5.84,12.32,b,,w,u,y,t,g,,d,u
e,6.67,x,,y,f,e,,w,5.91,11.98,b,,w,u,y,t,g,,d,a
e,8.1,x,,y,f,e,,w,6.35,13.07,b,,y,u,y,t,g,,d,u
e,7.48,x,,y,f,e,,w,6.1,13.4,b,,y,u,y,t,g,,d,u
e,5.21,x,,y,f,e,,w,5.6,11.89,b,,w,u,w,t,g,,d,a
e,5.68,x,,y,f,e,,w,5.87,12.19,b,,w,u,w,t,g,,d,a
e,6.55,x,,y,f,e,,w,6.25,13.87,b,,y,u,y,t,g,,d,u
e,6.71,x,,w,f,e,,w,5.77,12.0,b,,w,u,w,t,g,,d,a
e,7.27,x,,w,f,e,,w,5.84,12.16,b,,y,u,y,t,g,,d,u
e,7.69,x,,y,f,e,,w,6.71,12.85,b,,w,u,w,t,g,,d,a
e,5.73,x,,w,f,e,,w,6.13,13.51,b,,w,u,y,t,g,,d,a
e,8.44,x,,w,f,e,,w,6.18,13.19,b,,y,u,y,t,g,,d,a
e,5.73,x,,w,f,e,,w,5.74,12.03,b,,y,u,w,t,g,,d,u
e,6.41,x,,w,f,e,,w,5.76,11.57,b,,w,u,w,t,g,,d,u
e,5.83,x,,w,f,e,,w,6.11,12.03,b,,y,u,w,t,g,,d,u
e,6.38,x,,y,f,e,,w,5.83,12.81,b,,y,u,y,t,g,,d,a
e,8.37,x,,w,f,e,,w,6.47,13.66,b,,y,u,w,t,g,,d,u
e,6.5,x,,w,f,e,,w,5.41,11.18,b,,y,u,w,t,g,,d,a
e,5.76,x,,w,f,e,,w,5.99,12.56,b,,w,u,y,t,g,,d,u
e,5.59,x,,w,f,e,,w,5.5,12.0,b,,w,u,w,t,g,,d,a
e,7.55,x,,y,f,e,,w,6.13,12.03,b,,w,u,w,t,g,,d,a
